method,split,seed,fold,far,recall_050,threshold,consecutive
v2 teacher,development,7,0,0.18518518518518517,0.4605263157894737,0.55,4
v2 teacher,development,7,0,0.18518518518518517,0.618421052631579,0.6,1
v2 teacher,development,7,0,0.18518518518518517,0.5263157894736842,0.6,2
v2 teacher,development,7,0,0.18518518518518517,0.47368421052631576,0.6,3
v2 teacher,development,7,0,0.18518518518518517,0.4473684210526316,0.6,4
v2 teacher,development,7,0,0.18518518518518517,0.5921052631578947,0.65,1
v2 teacher,development,7,0,0.18518518518518517,0.4868421052631579,0.65,2
v2 teacher,development,7,0,0.18518518518518517,0.4473684210526316,0.65,3
v2 teacher,development,7,0,0.14814814814814814,0.4473684210526316,0.65,4
v2 teacher,development,7,0,0.18518518518518517,0.5789473684210527,0.7,1
v2 teacher,development,7,0,0.18518518518518517,0.47368421052631576,0.7,2
v2 teacher,development,7,0,0.18518518518518517,0.4342105263157895,0.7,3
v2 teacher,development,7,0,0.14814814814814814,0.3815789473684211,0.7,4
v2 teacher,development,7,0,0.18518518518518517,0.5526315789473685,0.75,1
v2 teacher,development,7,0,0.18518518518518517,0.47368421052631576,0.75,2
v2 teacher,development,7,0,0.18518518518518517,0.42105263157894735,0.75,3
v2 teacher,development,7,0,0.14814814814814814,0.3684210526315789,0.75,4
v2 teacher,development,7,0,0.18518518518518517,0.5,0.8,1
v2 teacher,development,7,0,0.18518518518518517,0.4342105263157895,0.8,2
v2 teacher,development,7,0,0.14814814814814814,0.3815789473684211,0.8,3
v2 teacher,development,7,0,0.07407407407407407,0.34210526315789475,0.8,4
v2 teacher,development,7,0,0.14814814814814814,0.4868421052631579,0.85,1
v2 teacher,development,7,0,0.1111111111111111,0.40789473684210525,0.85,2
v2 teacher,development,7,0,0.07407407407407407,0.34210526315789475,0.85,3
v2 teacher,development,7,0,0.07407407407407407,0.3157894736842105,0.85,4
v2 teacher,development,7,0,0.1111111111111111,0.4473684210526316,0.9,1
v2 teacher,development,7,0,0.1111111111111111,0.35526315789473684,0.9,2
v2 teacher,development,7,0,0.07407407407407407,0.2894736842105263,0.9,3
v2 teacher,development,7,0,0.07407407407407407,0.2894736842105263,0.9,4
v2 teacher,development,7,1,0.14814814814814814,0.8051948051948052,0.1,1
v2 teacher,development,7,1,0.1111111111111111,0.7662337662337663,0.1,2
v2 teacher,development,7,1,0.1111111111111111,0.7012987012987013,0.1,3
v2 teacher,development,7,1,0.1111111111111111,0.6623376623376623,0.1,4
v2 teacher,development,7,1,0.14814814814814814,0.7792207792207793,0.15,1
v2 teacher,development,7,1,0.1111111111111111,0.7402597402597403,0.15,2
v2 teacher,development,7,1,0.1111111111111111,0.6623376623376623,0.15,3
v2 teacher,development,7,1,0.1111111111111111,0.6103896103896104,0.15,4
v2 teacher,development,7,1,0.1111111111111111,0.7662337662337663,0.2,1
v2 teacher,development,7,1,0.1111111111111111,0.7272727272727273,0.2,2
v2 teacher,development,7,1,0.1111111111111111,0.6493506493506493,0.2,3
v2 teacher,development,7,1,0.1111111111111111,0.5974025974025974,0.2,4
v2 teacher,development,7,1,0.1111111111111111,0.7532467532467533,0.25,1
v2 teacher,development,7,1,0.1111111111111111,0.7142857142857143,0.25,2
v2 teacher,development,7,1,0.1111111111111111,0.6233766233766234,0.25,3
v2 teacher,development,7,1,0.1111111111111111,0.5194805194805194,0.25,4
v2 teacher,development,7,1,0.1111111111111111,0.7532467532467533,0.3,1
v2 teacher,development,7,1,0.1111111111111111,0.6623376623376623,0.3,2
v2 teacher,development,7,1,0.1111111111111111,0.6103896103896104,0.3,3
v2 teacher,development,7,1,0.1111111111111111,0.5194805194805194,0.3,4
v2 teacher,development,7,1,0.1111111111111111,0.7402597402597403,0.35,1
v2 teacher,development,7,1,0.1111111111111111,0.6363636363636364,0.35,2
v2 teacher,development,7,1,0.1111111111111111,0.5844155844155844,0.35,3
v2 teacher,development,7,1,0.1111111111111111,0.5064935064935064,0.35,4
v2 teacher,development,7,1,0.1111111111111111,0.7272727272727273,0.4,1
v2 teacher,development,7,1,0.1111111111111111,0.6233766233766234,0.4,2
v2 teacher,development,7,1,0.1111111111111111,0.5714285714285714,0.4,3
v2 teacher,development,7,1,0.1111111111111111,0.4935064935064935,0.4,4
v2 teacher,development,7,1,0.1111111111111111,0.6883116883116883,0.45,1
v2 teacher,development,7,1,0.1111111111111111,0.5844155844155844,0.45,2
v2 teacher,development,7,1,0.1111111111111111,0.5324675324675324,0.45,3
v2 teacher,development,7,1,0.1111111111111111,0.4935064935064935,0.45,4
v2 teacher,development,7,1,0.1111111111111111,0.6883116883116883,0.5,1
v2 teacher,development,7,1,0.1111111111111111,0.5714285714285714,0.5,2
v2 teacher,development,7,1,0.1111111111111111,0.5324675324675324,0.5,3
v2 teacher,development,7,1,0.1111111111111111,0.4935064935064935,0.5,4
v2 teacher,development,7,1,0.1111111111111111,0.6883116883116883,0.55,1
v2 teacher,development,7,1,0.1111111111111111,0.5584415584415584,0.55,2
v2 teacher,development,7,1,0.1111111111111111,0.5064935064935064,0.55,3
v2 teacher,development,7,1,0.1111111111111111,0.4935064935064935,0.55,4
v2 teacher,development,7,1,0.1111111111111111,0.6363636363636364,0.6,1
v2 teacher,development,7,1,0.1111111111111111,0.5584415584415584,0.6,2
v2 teacher,development,7,1,0.1111111111111111,0.5064935064935064,0.6,3
v2 teacher,development,7,1,0.1111111111111111,0.4675324675324675,0.6,4
v2 teacher,development,7,1,0.1111111111111111,0.6233766233766234,0.65,1
v2 teacher,development,7,1,0.1111111111111111,0.5324675324675324,0.65,2
v2 teacher,development,7,1,0.1111111111111111,0.5064935064935064,0.65,3
v2 teacher,development,7,1,0.1111111111111111,0.4675324675324675,0.65,4
v2 teacher,development,7,1,0.1111111111111111,0.6103896103896104,0.7,1
v2 teacher,development,7,1,0.1111111111111111,0.5324675324675324,0.7,2
v2 teacher,development,7,1,0.1111111111111111,0.4935064935064935,0.7,3
v2 teacher,development,7,1,0.07407407407407407,0.45454545454545453,0.7,4
v2 teacher,development,7,1,0.1111111111111111,0.5844155844155844,0.75,1
v2 teacher,development,7,1,0.07407407407407407,0.5064935064935064,0.75,2
v2 teacher,development,7,1,0.07407407407407407,0.4805194805194805,0.75,3
v2 teacher,development,7,1,0.037037037037037035,0.45454545454545453,0.75,4
v2 teacher,development,7,1,0.1111111111111111,0.5584415584415584,0.8,1
v2 teacher,development,7,1,0.07407407407407407,0.5064935064935064,0.8,2
v2 teacher,development,7,1,0.07407407407407407,0.4675324675324675,0.8,3
v2 teacher,development,7,1,0.037037037037037035,0.45454545454545453,0.8,4
v2 teacher,development,7,1,0.1111111111111111,0.5584415584415584,0.85,1
v2 teacher,development,7,1,0.07407407407407407,0.5064935064935064,0.85,2
v2 teacher,development,7,1,0.037037037037037035,0.4675324675324675,0.85,3
v2 teacher,development,7,1,0.037037037037037035,0.4155844155844156,0.85,4
v2 teacher,development,7,1,0.07407407407407407,0.5194805194805194,0.9,1
v2 teacher,development,7,1,0.037037037037037035,0.4805194805194805,0.9,2
v2 teacher,development,7,1,0.037037037037037035,0.45454545454545453,0.9,3
v2 teacher,development,7,1,0.037037037037037035,0.4025974025974026,0.9,4
v2 teacher,development,7,2,0.19230769230769232,0.7468354430379747,0.1,1
v2 teacher,development,7,2,0.19230769230769232,0.6835443037974683,0.1,2
v2 teacher,development,7,2,0.19230769230769232,0.5822784810126582,0.1,3
v2 teacher,development,7,2,0.19230769230769232,0.5189873417721519,0.1,4
v2 teacher,development,7,2,0.19230769230769232,0.7215189873417721,0.15,1
v2 teacher,development,7,2,0.19230769230769232,0.620253164556962,0.15,2
v2 teacher,development,7,2,0.19230769230769232,0.5189873417721519,0.15,3
v2 teacher,development,7,2,0.19230769230769232,0.4430379746835443,0.15,4
v2 teacher,development,7,2,0.19230769230769232,0.6835443037974683,0.2,1
v2 teacher,development,7,2,0.19230769230769232,0.569620253164557,0.2,2
v2 teacher,development,7,2,0.19230769230769232,0.4810126582278481,0.2,3
v2 teacher,development,7,2,0.19230769230769232,0.379746835443038,0.2,4
v2 teacher,development,7,2,0.19230769230769232,0.6455696202531646,0.25,1
v2 teacher,development,7,2,0.19230769230769232,0.5443037974683544,0.25,2
v2 teacher,development,7,2,0.19230769230769232,0.45569620253164556,0.25,3
v2 teacher,development,7,2,0.19230769230769232,0.34177215189873417,0.25,4
v2 teacher,development,7,2,0.19230769230769232,0.6075949367088608,0.3,1
v2 teacher,development,7,2,0.19230769230769232,0.4936708860759494,0.3,2
v2 teacher,development,7,2,0.19230769230769232,0.4177215189873418,0.3,3
v2 teacher,development,7,2,0.19230769230769232,0.31645569620253167,0.3,4
v2 teacher,development,7,2,0.19230769230769232,0.5822784810126582,0.35,1
v2 teacher,development,7,2,0.19230769230769232,0.4810126582278481,0.35,2
v2 teacher,development,7,2,0.19230769230769232,0.35443037974683544,0.35,3
v2 teacher,development,7,2,0.19230769230769232,0.3037974683544304,0.35,4
v2 teacher,development,7,2,0.19230769230769232,0.5443037974683544,0.4,1
v2 teacher,development,7,2,0.19230769230769232,0.45569620253164556,0.4,2
v2 teacher,development,7,2,0.19230769230769232,0.34177215189873417,0.4,3
v2 teacher,development,7,2,0.15384615384615385,0.3037974683544304,0.4,4
v2 teacher,development,7,2,0.19230769230769232,0.5316455696202531,0.45,1
v2 teacher,development,7,2,0.19230769230769232,0.4430379746835443,0.45,2
v2 teacher,development,7,2,0.19230769230769232,0.34177215189873417,0.45,3
v2 teacher,development,7,2,0.15384615384615385,0.26582278481012656,0.45,4
v2 teacher,development,7,2,0.19230769230769232,0.4936708860759494,0.5,1
v2 teacher,development,7,2,0.19230769230769232,0.4050632911392405,0.5,2
v2 teacher,development,7,2,0.19230769230769232,0.31645569620253167,0.5,3
v2 teacher,development,7,2,0.15384615384615385,0.25316455696202533,0.5,4
v2 teacher,development,7,2,0.19230769230769232,0.4810126582278481,0.55,1
v2 teacher,development,7,2,0.19230769230769232,0.3924050632911392,0.55,2
v2 teacher,development,7,2,0.19230769230769232,0.3037974683544304,0.55,3
v2 teacher,development,7,2,0.15384615384615385,0.25316455696202533,0.55,4
v2 teacher,development,7,2,0.19230769230769232,0.4810126582278481,0.6,1
v2 teacher,development,7,2,0.19230769230769232,0.379746835443038,0.6,2
v2 teacher,development,7,2,0.19230769230769232,0.27848101265822783,0.6,3
v2 teacher,development,7,2,0.15384615384615385,0.24050632911392406,0.6,4
v2 teacher,development,7,2,0.19230769230769232,0.4430379746835443,0.65,1
v2 teacher,development,7,2,0.19230769230769232,0.2911392405063291,0.65,2
v2 teacher,development,7,2,0.19230769230769232,0.26582278481012656,0.65,3
v2 teacher,development,7,2,0.15384615384615385,0.20253164556962025,0.65,4
v2 teacher,development,7,2,0.19230769230769232,0.43037974683544306,0.7,1
v2 teacher,development,7,2,0.19230769230769232,0.27848101265822783,0.7,2
v2 teacher,development,7,2,0.19230769230769232,0.26582278481012656,0.7,3
v2 teacher,development,7,2,0.15384615384615385,0.189873417721519,0.7,4
v2 teacher,development,7,2,0.19230769230769232,0.379746835443038,0.75,1
v2 teacher,development,7,2,0.19230769230769232,0.27848101265822783,0.75,2
v2 teacher,development,7,2,0.19230769230769232,0.24050632911392406,0.75,3
v2 teacher,development,7,2,0.15384615384615385,0.12658227848101267,0.75,4
v2 teacher,development,7,2,0.19230769230769232,0.34177215189873417,0.8,1
v2 teacher,development,7,2,0.19230769230769232,0.26582278481012656,0.8,2
v2 teacher,development,7,2,0.19230769230769232,0.20253164556962025,0.8,3
v2 teacher,development,7,2,0.15384615384615385,0.11392405063291139,0.8,4
v2 teacher,development,7,2,0.19230769230769232,0.31645569620253167,0.85,1
v2 teacher,development,7,2,0.19230769230769232,0.25316455696202533,0.85,2
v2 teacher,development,7,2,0.19230769230769232,0.20253164556962025,0.85,3
v2 teacher,development,7,2,0.15384615384615385,0.11392405063291139,0.85,4
v2 teacher,development,7,2,0.19230769230769232,0.3037974683544304,0.9,1
v2 teacher,development,7,2,0.19230769230769232,0.21518987341772153,0.9,2
v2 teacher,development,7,2,0.19230769230769232,0.1518987341772152,0.9,3
v2 teacher,development,7,2,0.11538461538461539,0.0759493670886076,0.9,4
v2 teacher,development,7,3,0.2222222222222222,0.7441860465116279,0.1,1
v2 teacher,development,7,3,0.18518518518518517,0.6395348837209303,0.1,2
v2 teacher,development,7,3,0.18518518518518517,0.5813953488372093,0.1,3
v2 teacher,development,7,3,0.18518518518518517,0.5116279069767442,0.1,4
v2 teacher,development,7,3,0.2222222222222222,0.7093023255813954,0.15,1
v2 teacher,development,7,3,0.18518518518518517,0.5930232558139535,0.15,2
v2 teacher,development,7,3,0.18518518518518517,0.5465116279069767,0.15,3
v2 teacher,development,7,3,0.14814814814814814,0.4418604651162791,0.15,4
v2 teacher,development,7,3,0.2222222222222222,0.6627906976744186,0.2,1
v2 teacher,development,7,3,0.18518518518518517,0.5465116279069767,0.2,2
v2 teacher,development,7,3,0.14814814814814814,0.5,0.2,3
v2 teacher,development,7,3,0.14814814814814814,0.4186046511627907,0.2,4
v2 teacher,development,7,3,0.18518518518518517,0.627906976744186,0.25,1
v2 teacher,development,7,3,0.18518518518518517,0.5116279069767442,0.25,2
v2 teacher,development,7,3,0.14814814814814814,0.46511627906976744,0.25,3
v2 teacher,development,7,3,0.14814814814814814,0.38372093023255816,0.25,4
v2 teacher,development,7,3,0.18518518518518517,0.6162790697674418,0.3,1
v2 teacher,development,7,3,0.18518518518518517,0.46511627906976744,0.3,2
v2 teacher,development,7,3,0.14814814814814814,0.43023255813953487,0.3,3
v2 teacher,development,7,3,0.14814814814814814,0.37209302325581395,0.3,4
v2 teacher,development,7,3,0.14814814814814814,0.5930232558139535,0.35,1
v2 teacher,development,7,3,0.14814814814814814,0.46511627906976744,0.35,2
v2 teacher,development,7,3,0.14814814814814814,0.4186046511627907,0.35,3
v2 teacher,development,7,3,0.14814814814814814,0.3488372093023256,0.35,4
v2 teacher,development,7,3,0.14814814814814814,0.5813953488372093,0.4,1
v2 teacher,development,7,3,0.14814814814814814,0.4186046511627907,0.4,2
v2 teacher,development,7,3,0.14814814814814814,0.4186046511627907,0.4,3
v2 teacher,development,7,3,0.14814814814814814,0.32558139534883723,0.4,4
v2 teacher,development,7,3,0.14814814814814814,0.5,0.45,1
v2 teacher,development,7,3,0.14814814814814814,0.4186046511627907,0.45,2
v2 teacher,development,7,3,0.14814814814814814,0.38372093023255816,0.45,3
v2 teacher,development,7,3,0.14814814814814814,0.29069767441860467,0.45,4
v2 teacher,development,7,3,0.14814814814814814,0.5,0.5,1
v2 teacher,development,7,3,0.14814814814814814,0.4186046511627907,0.5,2
v2 teacher,development,7,3,0.14814814814814814,0.36046511627906974,0.5,3
v2 teacher,development,7,3,0.14814814814814814,0.29069767441860467,0.5,4
v2 teacher,development,7,3,0.14814814814814814,0.47674418604651164,0.55,1
v2 teacher,development,7,3,0.14814814814814814,0.38372093023255816,0.55,2
v2 teacher,development,7,3,0.14814814814814814,0.3372093023255814,0.55,3
v2 teacher,development,7,3,0.14814814814814814,0.27906976744186046,0.55,4
v2 teacher,development,7,3,0.14814814814814814,0.4418604651162791,0.6,1
v2 teacher,development,7,3,0.14814814814814814,0.38372093023255816,0.6,2
v2 teacher,development,7,3,0.14814814814814814,0.3372093023255814,0.6,3
v2 teacher,development,7,3,0.14814814814814814,0.26744186046511625,0.6,4
v2 teacher,development,7,3,0.14814814814814814,0.4418604651162791,0.65,1
v2 teacher,development,7,3,0.14814814814814814,0.38372093023255816,0.65,2
v2 teacher,development,7,3,0.14814814814814814,0.32558139534883723,0.65,3
v2 teacher,development,7,3,0.14814814814814814,0.26744186046511625,0.65,4
v2 teacher,development,7,3,0.14814814814814814,0.43023255813953487,0.7,1
v2 teacher,development,7,3,0.14814814814814814,0.36046511627906974,0.7,2
v2 teacher,development,7,3,0.14814814814814814,0.313953488372093,0.7,3
v2 teacher,development,7,3,0.14814814814814814,0.2441860465116279,0.7,4
v2 teacher,development,7,3,0.14814814814814814,0.43023255813953487,0.75,1
v2 teacher,development,7,3,0.14814814814814814,0.3372093023255814,0.75,2
v2 teacher,development,7,3,0.14814814814814814,0.27906976744186046,0.75,3
v2 teacher,development,7,3,0.14814814814814814,0.2441860465116279,0.75,4
v2 teacher,development,7,3,0.14814814814814814,0.4069767441860465,0.8,1
v2 teacher,development,7,3,0.14814814814814814,0.29069767441860467,0.8,2
v2 teacher,development,7,3,0.14814814814814814,0.26744186046511625,0.8,3
v2 teacher,development,7,3,0.14814814814814814,0.23255813953488372,0.8,4
v2 teacher,development,7,3,0.14814814814814814,0.37209302325581395,0.85,1
v2 teacher,development,7,3,0.14814814814814814,0.29069767441860467,0.85,2
v2 teacher,development,7,3,0.1111111111111111,0.2558139534883721,0.85,3
v2 teacher,development,7,3,0.1111111111111111,0.20930232558139536,0.85,4
v2 teacher,development,7,3,0.14814814814814814,0.3488372093023256,0.9,1
v2 teacher,development,7,3,0.14814814814814814,0.27906976744186046,0.9,2
v2 teacher,development,7,3,0.1111111111111111,0.18604651162790697,0.9,3
v2 teacher,development,7,3,0.1111111111111111,0.1744186046511628,0.9,4
v2 teacher,development,7,4,0.2222222222222222,0.7948717948717948,0.1,1
v2 teacher,development,7,4,0.1111111111111111,0.7307692307692307,0.1,2
v2 teacher,development,7,4,0.07407407407407407,0.6794871794871795,0.1,3
v2 teacher,development,7,4,0.07407407407407407,0.6282051282051282,0.1,4
v2 teacher,development,7,4,0.2222222222222222,0.7692307692307693,0.15,1
v2 teacher,development,7,4,0.1111111111111111,0.6794871794871795,0.15,2
v2 teacher,development,7,4,0.07407407407407407,0.6538461538461539,0.15,3
v2 teacher,development,7,4,0.07407407407407407,0.5897435897435898,0.15,4
v2 teacher,development,7,4,0.18518518518518517,0.7307692307692307,0.2,1
v2 teacher,development,7,4,0.07407407407407407,0.6538461538461539,0.2,2
v2 teacher,development,7,4,0.07407407407407407,0.6153846153846154,0.2,3
v2 teacher,development,7,4,0.037037037037037035,0.5384615384615384,0.2,4
v2 teacher,development,7,4,0.18518518518518517,0.7051282051282052,0.25,1
v2 teacher,development,7,4,0.07407407407407407,0.6282051282051282,0.25,2
v2 teacher,development,7,4,0.07407407407407407,0.5769230769230769,0.25,3
v2 teacher,development,7,4,0.037037037037037035,0.5,0.25,4
v2 teacher,development,7,4,0.14814814814814814,0.6794871794871795,0.3,1
v2 teacher,development,7,4,0.07407407407407407,0.6153846153846154,0.3,2
v2 teacher,development,7,4,0.07407407407407407,0.5641025641025641,0.3,3
v2 teacher,development,7,4,0.037037037037037035,0.5,0.3,4
v2 teacher,development,7,4,0.14814814814814814,0.6794871794871795,0.35,1
v2 teacher,development,7,4,0.07407407407407407,0.6025641025641025,0.35,2
v2 teacher,development,7,4,0.07407407407407407,0.5512820512820513,0.35,3
v2 teacher,development,7,4,0.037037037037037035,0.47435897435897434,0.35,4
v2 teacher,development,7,4,0.1111111111111111,0.6794871794871795,0.4,1
v2 teacher,development,7,4,0.07407407407407407,0.5769230769230769,0.4,2
v2 teacher,development,7,4,0.07407407407407407,0.5384615384615384,0.4,3
v2 teacher,development,7,4,0.037037037037037035,0.47435897435897434,0.4,4
v2 teacher,development,7,4,0.07407407407407407,0.6666666666666666,0.45,1
v2 teacher,development,7,4,0.07407407407407407,0.5769230769230769,0.45,2
v2 teacher,development,7,4,0.07407407407407407,0.48717948717948717,0.45,3
v2 teacher,development,7,4,0.037037037037037035,0.4358974358974359,0.45,4
v2 teacher,development,7,4,0.07407407407407407,0.6538461538461539,0.5,1
v2 teacher,development,7,4,0.07407407407407407,0.5769230769230769,0.5,2
v2 teacher,development,7,4,0.07407407407407407,0.47435897435897434,0.5,3
v2 teacher,development,7,4,0.037037037037037035,0.41025641025641024,0.5,4
v2 teacher,development,7,4,0.07407407407407407,0.6538461538461539,0.55,1
v2 teacher,development,7,4,0.07407407407407407,0.5641025641025641,0.55,2
v2 teacher,development,7,4,0.037037037037037035,0.46153846153846156,0.55,3
v2 teacher,development,7,4,0.037037037037037035,0.3974358974358974,0.55,4
v2 teacher,development,7,4,0.07407407407407407,0.6282051282051282,0.6,1
v2 teacher,development,7,4,0.037037037037037035,0.5641025641025641,0.6,2
v2 teacher,development,7,4,0.037037037037037035,0.44871794871794873,0.6,3
v2 teacher,development,7,4,0.037037037037037035,0.38461538461538464,0.6,4
v2 teacher,development,7,4,0.07407407407407407,0.6153846153846154,0.65,1
v2 teacher,development,7,4,0.037037037037037035,0.5384615384615384,0.65,2
v2 teacher,development,7,4,0.037037037037037035,0.44871794871794873,0.65,3
v2 teacher,development,7,4,0.037037037037037035,0.38461538461538464,0.65,4
v2 teacher,development,7,4,0.037037037037037035,0.6025641025641025,0.7,1
v2 teacher,development,7,4,0.037037037037037035,0.5256410256410257,0.7,2
v2 teacher,development,7,4,0.037037037037037035,0.44871794871794873,0.7,3
v2 teacher,development,7,4,0.037037037037037035,0.38461538461538464,0.7,4
v2 teacher,development,7,4,0.037037037037037035,0.6025641025641025,0.75,1
v2 teacher,development,7,4,0.037037037037037035,0.5128205128205128,0.75,2
v2 teacher,development,7,4,0.037037037037037035,0.44871794871794873,0.75,3
v2 teacher,development,7,4,0.0,0.358974358974359,0.75,4
v2 teacher,development,7,4,0.037037037037037035,0.5769230769230769,0.8,1
v2 teacher,development,7,4,0.0,0.44871794871794873,0.8,2
v2 teacher,development,7,4,0.0,0.3717948717948718,0.8,3
v2 teacher,development,7,4,0.0,0.3333333333333333,0.8,4
v2 teacher,development,7,4,0.037037037037037035,0.5512820512820513,0.85,1
v2 teacher,development,7,4,0.0,0.4358974358974359,0.85,2
v2 teacher,development,7,4,0.0,0.3717948717948718,0.85,3
v2 teacher,development,7,4,0.0,0.32051282051282054,0.85,4
v2 teacher,development,7,4,0.0,0.5,0.9,1
v2 teacher,development,7,4,0.0,0.3717948717948718,0.9,2
v2 teacher,development,7,4,0.0,0.3333333333333333,0.9,3
v2 teacher,development,7,4,0.0,0.3076923076923077,0.9,4
v2 teacher,development,13,0,0.25925925925925924,0.7631578947368421,0.1,1
v2 teacher,development,13,0,0.2222222222222222,0.6447368421052632,0.1,2
v2 teacher,development,13,0,0.2222222222222222,0.5657894736842105,0.1,3
v2 teacher,development,13,0,0.2222222222222222,0.5526315789473685,0.1,4
v2 teacher,development,13,0,0.2222222222222222,0.6710526315789473,0.15,1
v2 teacher,development,13,0,0.2222222222222222,0.5921052631578947,0.15,2
v2 teacher,development,13,0,0.2222222222222222,0.5657894736842105,0.15,3
v2 teacher,development,13,0,0.2222222222222222,0.5394736842105263,0.15,4
v2 teacher,development,13,0,0.2222222222222222,0.631578947368421,0.2,1
v2 teacher,development,13,0,0.2222222222222222,0.5921052631578947,0.2,2
v2 teacher,development,13,0,0.2222222222222222,0.5526315789473685,0.2,3
v2 teacher,development,13,0,0.18518518518518517,0.5,0.2,4
v2 teacher,development,13,0,0.2222222222222222,0.618421052631579,0.25,1
v2 teacher,development,13,0,0.2222222222222222,0.5921052631578947,0.25,2
v2 teacher,development,13,0,0.2222222222222222,0.5526315789473685,0.25,3
v2 teacher,development,13,0,0.18518518518518517,0.4868421052631579,0.25,4
v2 teacher,development,13,0,0.2222222222222222,0.618421052631579,0.3,1
v2 teacher,development,13,0,0.2222222222222222,0.5921052631578947,0.3,2
v2 teacher,development,13,0,0.2222222222222222,0.5394736842105263,0.3,3
v2 teacher,development,13,0,0.18518518518518517,0.47368421052631576,0.3,4
v2 teacher,development,13,0,0.2222222222222222,0.6052631578947368,0.35,1
v2 teacher,development,13,0,0.2222222222222222,0.5789473684210527,0.35,2
v2 teacher,development,13,0,0.2222222222222222,0.5394736842105263,0.35,3
v2 teacher,development,13,0,0.18518518518518517,0.4605263157894737,0.35,4
v2 teacher,development,13,0,0.2222222222222222,0.6052631578947368,0.4,1
v2 teacher,development,13,0,0.2222222222222222,0.5657894736842105,0.4,2
v2 teacher,development,13,0,0.18518518518518517,0.5394736842105263,0.4,3
v2 teacher,development,13,0,0.14814814814814814,0.4605263157894737,0.4,4
v2 teacher,development,13,0,0.2222222222222222,0.6052631578947368,0.45,1
v2 teacher,development,13,0,0.2222222222222222,0.5657894736842105,0.45,2
v2 teacher,development,13,0,0.18518518518518517,0.5394736842105263,0.45,3
v2 teacher,development,13,0,0.14814814814814814,0.4473684210526316,0.45,4
v2 teacher,development,13,0,0.2222222222222222,0.6052631578947368,0.5,1
v2 teacher,development,13,0,0.2222222222222222,0.5526315789473685,0.5,2
v2 teacher,development,13,0,0.14814814814814814,0.5263157894736842,0.5,3
v2 teacher,development,13,0,0.14814814814814814,0.42105263157894735,0.5,4
v2 teacher,development,13,0,0.2222222222222222,0.5921052631578947,0.55,1
v2 teacher,development,13,0,0.2222222222222222,0.5263157894736842,0.55,2
v2 teacher,development,13,0,0.14814814814814814,0.5,0.55,3
v2 teacher,development,13,0,0.14814814814814814,0.42105263157894735,0.55,4
v2 teacher,development,13,0,0.2222222222222222,0.5657894736842105,0.6,1
v2 teacher,development,13,0,0.2222222222222222,0.5263157894736842,0.6,2
v2 teacher,development,13,0,0.1111111111111111,0.5,0.6,3
v2 teacher,development,13,0,0.1111111111111111,0.39473684210526316,0.6,4
v2 teacher,development,13,0,0.2222222222222222,0.5657894736842105,0.65,1
v2 teacher,development,13,0,0.2222222222222222,0.5,0.65,2
v2 teacher,development,13,0,0.1111111111111111,0.4868421052631579,0.65,3
v2 teacher,development,13,0,0.1111111111111111,0.3815789473684211,0.65,4
v2 teacher,development,13,0,0.2222222222222222,0.5526315789473685,0.7,1
v2 teacher,development,13,0,0.2222222222222222,0.5,0.7,2
v2 teacher,development,13,0,0.1111111111111111,0.4473684210526316,0.7,3
v2 teacher,development,13,0,0.1111111111111111,0.35526315789473684,0.7,4
v2 teacher,development,13,0,0.2222222222222222,0.5263157894736842,0.75,1
v2 teacher,development,13,0,0.18518518518518517,0.5,0.75,2
v2 teacher,development,13,0,0.1111111111111111,0.40789473684210525,0.75,3
v2 teacher,development,13,0,0.1111111111111111,0.34210526315789475,0.75,4
v2 teacher,development,13,0,0.2222222222222222,0.5263157894736842,0.8,1
v2 teacher,development,13,0,0.14814814814814814,0.4868421052631579,0.8,2
v2 teacher,development,13,0,0.1111111111111111,0.3684210526315789,0.8,3
v2 teacher,development,13,0,0.1111111111111111,0.3157894736842105,0.8,4
v2 teacher,development,13,0,0.2222222222222222,0.5131578947368421,0.85,1
v2 teacher,development,13,0,0.14814814814814814,0.4868421052631579,0.85,2
v2 teacher,development,13,0,0.1111111111111111,0.34210526315789475,0.85,3
v2 teacher,development,13,0,0.1111111111111111,0.3026315789473684,0.85,4
v2 teacher,development,13,0,0.2222222222222222,0.4605263157894737,0.9,1
v2 teacher,development,13,0,0.14814814814814814,0.39473684210526316,0.9,2
v2 teacher,development,13,0,0.1111111111111111,0.32894736842105265,0.9,3
v2 teacher,development,13,0,0.1111111111111111,0.2894736842105263,0.9,4
v2 teacher,development,13,1,0.07407407407407407,0.7792207792207793,0.1,1
v2 teacher,development,13,1,0.07407407407407407,0.6623376623376623,0.1,2
v2 teacher,development,13,1,0.07407407407407407,0.6233766233766234,0.1,3
v2 teacher,development,13,1,0.07407407407407407,0.5844155844155844,0.1,4
v2 teacher,development,13,1,0.07407407407407407,0.7272727272727273,0.15,1
v2 teacher,development,13,1,0.07407407407407407,0.6363636363636364,0.15,2
v2 teacher,development,13,1,0.07407407407407407,0.5844155844155844,0.15,3
v2 teacher,development,13,1,0.07407407407407407,0.5324675324675324,0.15,4
v2 teacher,development,13,1,0.07407407407407407,0.7012987012987013,0.2,1
v2 teacher,development,13,1,0.07407407407407407,0.6363636363636364,0.2,2
v2 teacher,development,13,1,0.07407407407407407,0.5324675324675324,0.2,3
v2 teacher,development,13,1,0.07407407407407407,0.5194805194805194,0.2,4
