method,split,seed,fold,far,recall_050,threshold,consecutive
v2 teacher,development,13,1,0.07407407407407407,0.6753246753246753,0.25,1
v2 teacher,development,13,1,0.07407407407407407,0.6103896103896104,0.25,2
v2 teacher,development,13,1,0.07407407407407407,0.5194805194805194,0.25,3
v2 teacher,development,13,1,0.07407407407407407,0.5064935064935064,0.25,4
v2 teacher,development,13,1,0.07407407407407407,0.6623376623376623,0.3,1
v2 teacher,development,13,1,0.07407407407407407,0.6103896103896104,0.3,2
v2 teacher,development,13,1,0.07407407407407407,0.5064935064935064,0.3,3
v2 teacher,development,13,1,0.037037037037037035,0.4935064935064935,0.3,4
v2 teacher,development,13,1,0.07407407407407407,0.6363636363636364,0.35,1
v2 teacher,development,13,1,0.07407407407407407,0.5974025974025974,0.35,2
v2 teacher,development,13,1,0.07407407407407407,0.4935064935064935,0.35,3
v2 teacher,development,13,1,0.037037037037037035,0.4935064935064935,0.35,4
v2 teacher,development,13,1,0.07407407407407407,0.6363636363636364,0.4,1
v2 teacher,development,13,1,0.07407407407407407,0.5974025974025974,0.4,2
v2 teacher,development,13,1,0.07407407407407407,0.4935064935064935,0.4,3
v2 teacher,development,13,1,0.037037037037037035,0.4935064935064935,0.4,4
v2 teacher,development,13,1,0.07407407407407407,0.6233766233766234,0.45,1
v2 teacher,development,13,1,0.07407407407407407,0.5844155844155844,0.45,2
v2 teacher,development,13,1,0.07407407407407407,0.4935064935064935,0.45,3
v2 teacher,development,13,1,0.037037037037037035,0.4675324675324675,0.45,4
v2 teacher,development,13,1,0.07407407407407407,0.6103896103896104,0.5,1
v2 teacher,development,13,1,0.07407407407407407,0.5584415584415584,0.5,2
v2 teacher,development,13,1,0.07407407407407407,0.4805194805194805,0.5,3
v2 teacher,development,13,1,0.037037037037037035,0.45454545454545453,0.5,4
v2 teacher,development,13,1,0.07407407407407407,0.6103896103896104,0.55,1
v2 teacher,development,13,1,0.07407407407407407,0.5324675324675324,0.55,2
v2 teacher,development,13,1,0.07407407407407407,0.4675324675324675,0.55,3
v2 teacher,development,13,1,0.037037037037037035,0.44155844155844154,0.55,4
v2 teacher,development,13,1,0.07407407407407407,0.5974025974025974,0.6,1
v2 teacher,development,13,1,0.07407407407407407,0.5324675324675324,0.6,2
v2 teacher,development,13,1,0.07407407407407407,0.4675324675324675,0.6,3
v2 teacher,development,13,1,0.037037037037037035,0.4155844155844156,0.6,4
v2 teacher,development,13,1,0.07407407407407407,0.5974025974025974,0.65,1
v2 teacher,development,13,1,0.07407407407407407,0.4805194805194805,0.65,2
v2 teacher,development,13,1,0.07407407407407407,0.4675324675324675,0.65,3
v2 teacher,development,13,1,0.037037037037037035,0.4025974025974026,0.65,4
v2 teacher,development,13,1,0.07407407407407407,0.5844155844155844,0.7,1
v2 teacher,development,13,1,0.07407407407407407,0.4805194805194805,0.7,2
v2 teacher,development,13,1,0.07407407407407407,0.45454545454545453,0.7,3
v2 teacher,development,13,1,0.037037037037037035,0.35064935064935066,0.7,4
v2 teacher,development,13,1,0.07407407407407407,0.5584415584415584,0.75,1
v2 teacher,development,13,1,0.07407407407407407,0.4805194805194805,0.75,2
v2 teacher,development,13,1,0.07407407407407407,0.44155844155844154,0.75,3
v2 teacher,development,13,1,0.037037037037037035,0.3246753246753247,0.75,4
v2 teacher,development,13,1,0.07407407407407407,0.5454545454545454,0.8,1
v2 teacher,development,13,1,0.07407407407407407,0.4805194805194805,0.8,2
v2 teacher,development,13,1,0.07407407407407407,0.4155844155844156,0.8,3
v2 teacher,development,13,1,0.037037037037037035,0.2987012987012987,0.8,4
v2 teacher,development,13,1,0.07407407407407407,0.5194805194805194,0.85,1
v2 teacher,development,13,1,0.07407407407407407,0.45454545454545453,0.85,2
v2 teacher,development,13,1,0.037037037037037035,0.37662337662337664,0.85,3
v2 teacher,development,13,1,0.037037037037037035,0.2857142857142857,0.85,4
v2 teacher,development,13,1,0.07407407407407407,0.45454545454545453,0.9,1
v2 teacher,development,13,1,0.07407407407407407,0.4155844155844156,0.9,2
v2 teacher,development,13,1,0.037037037037037035,0.3246753246753247,0.9,3
v2 teacher,development,13,1,0.0,0.22077922077922077,0.9,4
v2 teacher,development,13,2,0.19230769230769232,0.759493670886076,0.1,1
v2 teacher,development,13,2,0.19230769230769232,0.6835443037974683,0.1,2
v2 teacher,development,13,2,0.19230769230769232,0.569620253164557,0.1,3
v2 teacher,development,13,2,0.11538461538461539,0.5189873417721519,0.1,4
v2 teacher,development,13,2,0.19230769230769232,0.7215189873417721,0.15,1
v2 teacher,development,13,2,0.19230769230769232,0.620253164556962,0.15,2
v2 teacher,development,13,2,0.07692307692307693,0.5189873417721519,0.15,3
v2 teacher,development,13,2,0.07692307692307693,0.43037974683544306,0.15,4
v2 teacher,development,13,2,0.19230769230769232,0.6582278481012658,0.2,1
v2 teacher,development,13,2,0.15384615384615385,0.5822784810126582,0.2,2
v2 teacher,development,13,2,0.07692307692307693,0.4936708860759494,0.2,3
v2 teacher,development,13,2,0.07692307692307693,0.4050632911392405,0.2,4
v2 teacher,development,13,2,0.15384615384615385,0.6329113924050633,0.25,1
v2 teacher,development,13,2,0.11538461538461539,0.569620253164557,0.25,2
v2 teacher,development,13,2,0.07692307692307693,0.46835443037974683,0.25,3
v2 teacher,development,13,2,0.07692307692307693,0.31645569620253167,0.25,4
v2 teacher,development,13,2,0.15384615384615385,0.6075949367088608,0.3,1
v2 teacher,development,13,2,0.11538461538461539,0.569620253164557,0.3,2
v2 teacher,development,13,2,0.038461538461538464,0.43037974683544306,0.3,3
v2 teacher,development,13,2,0.038461538461538464,0.2911392405063291,0.3,4
v2 teacher,development,13,2,0.11538461538461539,0.6075949367088608,0.35,1
v2 teacher,development,13,2,0.11538461538461539,0.5063291139240507,0.35,2
v2 teacher,development,13,2,0.038461538461538464,0.4050632911392405,0.35,3
v2 teacher,development,13,2,0.038461538461538464,0.27848101265822783,0.35,4
v2 teacher,development,13,2,0.11538461538461539,0.6075949367088608,0.4,1
v2 teacher,development,13,2,0.07692307692307693,0.4810126582278481,0.4,2
v2 teacher,development,13,2,0.038461538461538464,0.379746835443038,0.4,3
v2 teacher,development,13,2,0.038461538461538464,0.26582278481012656,0.4,4
v2 teacher,development,13,2,0.11538461538461539,0.5443037974683544,0.45,1
v2 teacher,development,13,2,0.07692307692307693,0.3924050632911392,0.45,2
v2 teacher,development,13,2,0.038461538461538464,0.31645569620253167,0.45,3
v2 teacher,development,13,2,0.038461538461538464,0.16455696202531644,0.45,4
v2 teacher,development,13,2,0.11538461538461539,0.5063291139240507,0.5,1
v2 teacher,development,13,2,0.07692307692307693,0.3924050632911392,0.5,2
v2 teacher,development,13,2,0.038461538461538464,0.2911392405063291,0.5,3
v2 teacher,development,13,2,0.038461538461538464,0.16455696202531644,0.5,4
v2 teacher,development,13,2,0.07692307692307693,0.5063291139240507,0.55,1
v2 teacher,development,13,2,0.07692307692307693,0.379746835443038,0.55,2
v2 teacher,development,13,2,0.038461538461538464,0.27848101265822783,0.55,3
v2 teacher,development,13,2,0.038461538461538464,0.13924050632911392,0.55,4
v2 teacher,development,13,2,0.07692307692307693,0.4810126582278481,0.6,1
v2 teacher,development,13,2,0.038461538461538464,0.34177215189873417,0.6,2
v2 teacher,development,13,2,0.038461538461538464,0.22784810126582278,0.6,3
v2 teacher,development,13,2,0.038461538461538464,0.12658227848101267,0.6,4
v2 teacher,development,13,2,0.07692307692307693,0.4177215189873418,0.65,1
v2 teacher,development,13,2,0.038461538461538464,0.3037974683544304,0.65,2
v2 teacher,development,13,2,0.038461538461538464,0.17721518987341772,0.65,3
v2 teacher,development,13,2,0.038461538461538464,0.11392405063291139,0.65,4
v2 teacher,development,13,2,0.07692307692307693,0.3670886075949367,0.7,1
v2 teacher,development,13,2,0.038461538461538464,0.27848101265822783,0.7,2
v2 teacher,development,13,2,0.038461538461538464,0.17721518987341772,0.7,3
v2 teacher,development,13,2,0.038461538461538464,0.08860759493670886,0.7,4
v2 teacher,development,13,2,0.07692307692307693,0.34177215189873417,0.75,1
v2 teacher,development,13,2,0.038461538461538464,0.25316455696202533,0.75,2
v2 teacher,development,13,2,0.038461538461538464,0.16455696202531644,0.75,3
v2 teacher,development,13,2,0.038461538461538464,0.0759493670886076,0.75,4
v2 teacher,development,13,2,0.038461538461538464,0.31645569620253167,0.8,1
v2 teacher,development,13,2,0.038461538461538464,0.21518987341772153,0.8,2
v2 teacher,development,13,2,0.038461538461538464,0.12658227848101267,0.8,3
v2 teacher,development,13,2,0.038461538461538464,0.06329113924050633,0.8,4
v2 teacher,development,13,2,0.038461538461538464,0.27848101265822783,0.85,1
v2 teacher,development,13,2,0.038461538461538464,0.17721518987341772,0.85,2
v2 teacher,development,13,2,0.038461538461538464,0.10126582278481013,0.85,3
v2 teacher,development,13,2,0.038461538461538464,0.05063291139240506,0.85,4
v2 teacher,development,13,2,0.038461538461538464,0.21518987341772153,0.9,1
v2 teacher,development,13,2,0.038461538461538464,0.1518987341772152,0.9,2
v2 teacher,development,13,2,0.038461538461538464,0.06329113924050633,0.9,3
v2 teacher,development,13,2,0.038461538461538464,0.02531645569620253,0.9,4
v2 teacher,development,13,3,0.4074074074074074,0.8488372093023255,0.1,1
v2 teacher,development,13,3,0.25925925925925924,0.8023255813953488,0.1,2
v2 teacher,development,13,3,0.25925925925925924,0.7093023255813954,0.1,3
v2 teacher,development,13,3,0.25925925925925924,0.627906976744186,0.1,4
v2 teacher,development,13,3,0.3333333333333333,0.8255813953488372,0.15,1
v2 teacher,development,13,3,0.2222222222222222,0.7674418604651163,0.15,2
v2 teacher,development,13,3,0.2222222222222222,0.6395348837209303,0.15,3
v2 teacher,development,13,3,0.2222222222222222,0.5930232558139535,0.15,4
v2 teacher,development,13,3,0.2962962962962963,0.8023255813953488,0.2,1
v2 teacher,development,13,3,0.2222222222222222,0.7209302325581395,0.2,2
v2 teacher,development,13,3,0.2222222222222222,0.5813953488372093,0.2,3
v2 teacher,development,13,3,0.2222222222222222,0.5465116279069767,0.2,4
v2 teacher,development,13,3,0.2222222222222222,0.7906976744186046,0.25,1
v2 teacher,development,13,3,0.2222222222222222,0.686046511627907,0.25,2
v2 teacher,development,13,3,0.2222222222222222,0.5581395348837209,0.25,3
v2 teacher,development,13,3,0.2222222222222222,0.5348837209302325,0.25,4
v2 teacher,development,13,3,0.2222222222222222,0.7558139534883721,0.3,1
v2 teacher,development,13,3,0.2222222222222222,0.6395348837209303,0.3,2
v2 teacher,development,13,3,0.2222222222222222,0.5232558139534884,0.3,3
v2 teacher,development,13,3,0.2222222222222222,0.5,0.3,4
v2 teacher,development,13,3,0.2222222222222222,0.7325581395348837,0.35,1
v2 teacher,development,13,3,0.2222222222222222,0.627906976744186,0.35,2
v2 teacher,development,13,3,0.2222222222222222,0.5232558139534884,0.35,3
v2 teacher,development,13,3,0.2222222222222222,0.4883720930232558,0.35,4
v2 teacher,development,13,3,0.2222222222222222,0.7325581395348837,0.4,1
v2 teacher,development,13,3,0.2222222222222222,0.6046511627906976,0.4,2
v2 teacher,development,13,3,0.2222222222222222,0.4883720930232558,0.4,3
v2 teacher,development,13,3,0.18518518518518517,0.47674418604651164,0.4,4
v2 teacher,development,13,3,0.2222222222222222,0.6744186046511628,0.45,1
v2 teacher,development,13,3,0.2222222222222222,0.5930232558139535,0.45,2
v2 teacher,development,13,3,0.2222222222222222,0.4883720930232558,0.45,3
v2 teacher,development,13,3,0.18518518518518517,0.43023255813953487,0.45,4
v2 teacher,development,13,3,0.2222222222222222,0.6511627906976745,0.5,1
v2 teacher,development,13,3,0.2222222222222222,0.5465116279069767,0.5,2
v2 teacher,development,13,3,0.2222222222222222,0.46511627906976744,0.5,3
v2 teacher,development,13,3,0.18518518518518517,0.4069767441860465,0.5,4
v2 teacher,development,13,3,0.2222222222222222,0.6395348837209303,0.55,1
v2 teacher,development,13,3,0.2222222222222222,0.5116279069767442,0.55,2
v2 teacher,development,13,3,0.18518518518518517,0.43023255813953487,0.55,3
v2 teacher,development,13,3,0.18518518518518517,0.3953488372093023,0.55,4
v2 teacher,development,13,3,0.2222222222222222,0.6046511627906976,0.6,1
v2 teacher,development,13,3,0.2222222222222222,0.4883720930232558,0.6,2
v2 teacher,development,13,3,0.18518518518518517,0.4186046511627907,0.6,3
v2 teacher,development,13,3,0.18518518518518517,0.3488372093023256,0.6,4
v2 teacher,development,13,3,0.2222222222222222,0.5581395348837209,0.65,1
v2 teacher,development,13,3,0.2222222222222222,0.4418604651162791,0.65,2
v2 teacher,development,13,3,0.18518518518518517,0.4069767441860465,0.65,3
v2 teacher,development,13,3,0.18518518518518517,0.32558139534883723,0.65,4
v2 teacher,development,13,3,0.2222222222222222,0.5348837209302325,0.7,1
v2 teacher,development,13,3,0.18518518518518517,0.4186046511627907,0.7,2
v2 teacher,development,13,3,0.18518518518518517,0.3953488372093023,0.7,3
v2 teacher,development,13,3,0.18518518518518517,0.3023255813953488,0.7,4
v2 teacher,development,13,3,0.2222222222222222,0.5,0.75,1
v2 teacher,development,13,3,0.18518518518518517,0.4186046511627907,0.75,2
v2 teacher,development,13,3,0.18518518518518517,0.3488372093023256,0.75,3
v2 teacher,development,13,3,0.18518518518518517,0.29069767441860467,0.75,4
v2 teacher,development,13,3,0.2222222222222222,0.47674418604651164,0.8,1
v2 teacher,development,13,3,0.18518518518518517,0.4069767441860465,0.8,2
v2 teacher,development,13,3,0.18518518518518517,0.3372093023255814,0.8,3
v2 teacher,development,13,3,0.18518518518518517,0.27906976744186046,0.8,4
v2 teacher,development,13,3,0.18518518518518517,0.45348837209302323,0.85,1
v2 teacher,development,13,3,0.18518518518518517,0.36046511627906974,0.85,2
v2 teacher,development,13,3,0.18518518518518517,0.32558139534883723,0.85,3
v2 teacher,development,13,3,0.18518518518518517,0.2558139534883721,0.85,4
v2 teacher,development,13,3,0.18518518518518517,0.3953488372093023,0.9,1
v2 teacher,development,13,3,0.18518518518518517,0.3488372093023256,0.9,2
v2 teacher,development,13,3,0.18518518518518517,0.29069767441860467,0.9,3
v2 teacher,development,13,3,0.14814814814814814,0.2558139534883721,0.9,4
v2 teacher,development,13,4,0.37037037037037035,0.8846153846153846,0.1,1
v2 teacher,development,13,4,0.25925925925925924,0.7948717948717948,0.1,2
v2 teacher,development,13,4,0.2222222222222222,0.7948717948717948,0.1,3
v2 teacher,development,13,4,0.2222222222222222,0.6923076923076923,0.1,4
v2 teacher,development,13,4,0.2962962962962963,0.8589743589743589,0.15,1
v2 teacher,development,13,4,0.25925925925925924,0.7435897435897436,0.15,2
v2 teacher,development,13,4,0.2222222222222222,0.7051282051282052,0.15,3
v2 teacher,development,13,4,0.2222222222222222,0.6282051282051282,0.15,4
v2 teacher,development,13,4,0.25925925925925924,0.782051282051282,0.2,1
v2 teacher,development,13,4,0.25925925925925924,0.717948717948718,0.2,2
v2 teacher,development,13,4,0.18518518518518517,0.6282051282051282,0.2,3
v2 teacher,development,13,4,0.14814814814814814,0.5384615384615384,0.2,4
v2 teacher,development,13,4,0.25925925925925924,0.7435897435897436,0.25,1
v2 teacher,development,13,4,0.2222222222222222,0.6923076923076923,0.25,2
v2 teacher,development,13,4,0.14814814814814814,0.6153846153846154,0.25,3
v2 teacher,development,13,4,0.1111111111111111,0.5256410256410257,0.25,4
v2 teacher,development,13,4,0.25925925925925924,0.7307692307692307,0.3,1
v2 teacher,development,13,4,0.18518518518518517,0.6538461538461539,0.3,2
v2 teacher,development,13,4,0.1111111111111111,0.6025641025641025,0.3,3
v2 teacher,development,13,4,0.1111111111111111,0.47435897435897434,0.3,4
v2 teacher,development,13,4,0.25925925925925924,0.6923076923076923,0.35,1
v2 teacher,development,13,4,0.18518518518518517,0.6538461538461539,0.35,2
v2 teacher,development,13,4,0.1111111111111111,0.5641025641025641,0.35,3
v2 teacher,development,13,4,0.1111111111111111,0.47435897435897434,0.35,4
v2 teacher,development,13,4,0.25925925925925924,0.6923076923076923,0.4,1
v2 teacher,development,13,4,0.14814814814814814,0.6282051282051282,0.4,2
v2 teacher,development,13,4,0.1111111111111111,0.5512820512820513,0.4,3
v2 teacher,development,13,4,0.1111111111111111,0.44871794871794873,0.4,4
v2 teacher,development,13,4,0.25925925925925924,0.6923076923076923,0.45,1
v2 teacher,development,13,4,0.14814814814814814,0.5897435897435898,0.45,2
v2 teacher,development,13,4,0.1111111111111111,0.5384615384615384,0.45,3
v2 teacher,development,13,4,0.07407407407407407,0.3974358974358974,0.45,4
v2 teacher,development,13,4,0.2222222222222222,0.6666666666666666,0.5,1
v2 teacher,development,13,4,0.1111111111111111,0.5641025641025641,0.5,2
v2 teacher,development,13,4,0.1111111111111111,0.48717948717948717,0.5,3
v2 teacher,development,13,4,0.07407407407407407,0.38461538461538464,0.5,4
v2 teacher,development,13,4,0.2222222222222222,0.6538461538461539,0.55,1
v2 teacher,development,13,4,0.1111111111111111,0.5256410256410257,0.55,2
v2 teacher,development,13,4,0.1111111111111111,0.48717948717948717,0.55,3
v2 teacher,development,13,4,0.07407407407407407,0.3717948717948718,0.55,4
v2 teacher,development,13,4,0.2222222222222222,0.6153846153846154,0.6,1
v2 teacher,development,13,4,0.1111111111111111,0.5128205128205128,0.6,2
v2 teacher,development,13,4,0.1111111111111111,0.47435897435897434,0.6,3
v2 teacher,development,13,4,0.07407407407407407,0.358974358974359,0.6,4
v2 teacher,development,13,4,0.2222222222222222,0.6025641025641025,0.65,1
v2 teacher,development,13,4,0.1111111111111111,0.5128205128205128,0.65,2
v2 teacher,development,13,4,0.1111111111111111,0.46153846153846156,0.65,3
v2 teacher,development,13,4,0.07407407407407407,0.358974358974359,0.65,4
v2 teacher,development,13,4,0.18518518518518517,0.6025641025641025,0.7,1
v2 teacher,development,13,4,0.1111111111111111,0.5,0.7,2
v2 teacher,development,13,4,0.1111111111111111,0.4358974358974359,0.7,3
v2 teacher,development,13,4,0.07407407407407407,0.34615384615384615,0.7,4
v2 teacher,development,13,4,0.14814814814814814,0.5897435897435898,0.75,1
v2 teacher,development,13,4,0.1111111111111111,0.48717948717948717,0.75,2
v2 teacher,development,13,4,0.1111111111111111,0.41025641025641024,0.75,3
v2 teacher,development,13,4,0.07407407407407407,0.34615384615384615,0.75,4
v2 teacher,development,13,4,0.1111111111111111,0.5897435897435898,0.8,1
v2 teacher,development,13,4,0.07407407407407407,0.46153846153846156,0.8,2
v2 teacher,development,13,4,0.07407407407407407,0.41025641025641024,0.8,3
v2 teacher,development,13,4,0.07407407407407407,0.34615384615384615,0.8,4
v2 teacher,development,13,4,0.07407407407407407,0.5641025641025641,0.85,1
v2 teacher,development,13,4,0.07407407407407407,0.46153846153846156,0.85,2
v2 teacher,development,13,4,0.037037037037037035,0.3717948717948718,0.85,3
v2 teacher,development,13,4,0.037037037037037035,0.32051282051282054,0.85,4
v2 teacher,development,13,4,0.07407407407407407,0.5384615384615384,0.9,1
v2 teacher,development,13,4,0.07407407407407407,0.41025641025641024,0.9,2
v2 teacher,development,13,4,0.037037037037037035,0.34615384615384615,0.9,3
v2 teacher,development,13,4,0.037037037037037035,0.28205128205128205,0.9,4
v2 teacher,development,21,0,0.18518518518518517,0.7368421052631579,0.1,1
v2 teacher,development,21,0,0.18518518518518517,0.6578947368421053,0.1,2
v2 teacher,development,21,0,0.14814814814814814,0.6578947368421053,0.1,3
v2 teacher,development,21,0,0.14814814814814814,0.5789473684210527,0.1,4
v2 teacher,development,21,0,0.18518518518518517,0.7236842105263158,0.15,1
v2 teacher,development,21,0,0.18518518518518517,0.6578947368421053,0.15,2
v2 teacher,development,21,0,0.14814814814814814,0.5921052631578947,0.15,3
v2 teacher,development,21,0,0.14814814814814814,0.5394736842105263,0.15,4
v2 teacher,development,21,0,0.18518518518518517,0.6710526315789473,0.2,1
v2 teacher,development,21,0,0.18518518518518517,0.631578947368421,0.2,2
v2 teacher,development,21,0,0.14814814814814814,0.5657894736842105,0.2,3
v2 teacher,development,21,0,0.14814814814814814,0.5,0.2,4
v2 teacher,development,21,0,0.18518518518518517,0.6710526315789473,0.25,1
v2 teacher,development,21,0,0.18518518518518517,0.618421052631579,0.25,2
v2 teacher,development,21,0,0.14814814814814814,0.5263157894736842,0.25,3
v2 teacher,development,21,0,0.14814814814814814,0.5,0.25,4
v2 teacher,development,21,0,0.18518518518518517,0.6447368421052632,0.3,1
v2 teacher,development,21,0,0.18518518518518517,0.5657894736842105,0.3,2
v2 teacher,development,21,0,0.14814814814814814,0.5131578947368421,0.3,3
v2 teacher,development,21,0,0.14814814814814814,0.5,0.3,4
v2 teacher,development,21,0,0.18518518518518517,0.618421052631579,0.35,1
v2 teacher,development,21,0,0.18518518518518517,0.5394736842105263,0.35,2
v2 teacher,development,21,0,0.14814814814814814,0.5131578947368421,0.35,3
v2 teacher,development,21,0,0.14814814814814814,0.5,0.35,4
v2 teacher,development,21,0,0.18518518518518517,0.5921052631578947,0.4,1
v2 teacher,development,21,0,0.18518518518518517,0.5394736842105263,0.4,2
v2 teacher,development,21,0,0.14814814814814814,0.5131578947368421,0.4,3
v2 teacher,development,21,0,0.14814814814814814,0.5,0.4,4
v2 teacher,development,21,0,0.18518518518518517,0.5789473684210527,0.45,1
v2 teacher,development,21,0,0.18518518518518517,0.5131578947368421,0.45,2
v2 teacher,development,21,0,0.14814814814814814,0.5,0.45,3
v2 teacher,development,21,0,0.14814814814814814,0.5,0.45,4
v2 teacher,development,21,0,0.18518518518518517,0.5789473684210527,0.5,1
v2 teacher,development,21,0,0.18518518518518517,0.5,0.5,2
v2 teacher,development,21,0,0.14814814814814814,0.5,0.5,3
v2 teacher,development,21,0,0.14814814814814814,0.4868421052631579,0.5,4
v2 teacher,development,21,0,0.18518518518518517,0.5657894736842105,0.55,1
v2 teacher,development,21,0,0.18518518518518517,0.5,0.55,2
v2 teacher,development,21,0,0.14814814814814814,0.5,0.55,3
v2 teacher,development,21,0,0.14814814814814814,0.47368421052631576,0.55,4
v2 teacher,development,21,0,0.18518518518518517,0.5657894736842105,0.6,1
v2 teacher,development,21,0,0.18518518518518517,0.5,0.6,2
v2 teacher,development,21,0,0.14814814814814814,0.5,0.6,3
v2 teacher,development,21,0,0.14814814814814814,0.4605263157894737,0.6,4
v2 teacher,development,21,0,0.18518518518518517,0.5394736842105263,0.65,1
v2 teacher,development,21,0,0.18518518518518517,0.5,0.65,2
v2 teacher,development,21,0,0.14814814814814814,0.4868421052631579,0.65,3
v2 teacher,development,21,0,0.14814814814814814,0.4605263157894737,0.65,4
v2 teacher,development,21,0,0.18518518518518517,0.5263157894736842,0.7,1
v2 teacher,development,21,0,0.18518518518518517,0.4868421052631579,0.7,2
v2 teacher,development,21,0,0.14814814814814814,0.47368421052631576,0.7,3
v2 teacher,development,21,0,0.14814814814814814,0.4342105263157895,0.7,4
v2 teacher,development,21,0,0.18518518518518517,0.5263157894736842,0.75,1
v2 teacher,development,21,0,0.18518518518518517,0.4868421052631579,0.75,2
v2 teacher,development,21,0,0.14814814814814814,0.47368421052631576,0.75,3
v2 teacher,development,21,0,0.14814814814814814,0.42105263157894735,0.75,4
v2 teacher,development,21,0,0.18518518518518517,0.5263157894736842,0.8,1
v2 teacher,development,21,0,0.18518518518518517,0.4868421052631579,0.8,2
v2 teacher,development,21,0,0.14814814814814814,0.47368421052631576,0.8,3
v2 teacher,development,21,0,0.14814814814814814,0.3815789473684211,0.8,4
v2 teacher,development,21,0,0.18518518518518517,0.5263157894736842,0.85,1
v2 teacher,development,21,0,0.14814814814814814,0.4605263157894737,0.85,2
v2 teacher,development,21,0,0.14814814814814814,0.4342105263157895,0.85,3
v2 teacher,development,21,0,0.14814814814814814,0.3684210526315789,0.85,4
v2 teacher,development,21,0,0.18518518518518517,0.5131578947368421,0.9,1
v2 teacher,development,21,0,0.14814814814814814,0.4342105263157895,0.9,2
v2 teacher,development,21,0,0.14814814814814814,0.3815789473684211,0.9,3
v2 teacher,development,21,0,0.14814814814814814,0.3026315789473684,0.9,4
v2 teacher,development,21,1,0.18518518518518517,0.7792207792207793,0.1,1
v2 teacher,development,21,1,0.1111111111111111,0.7272727272727273,0.1,2
v2 teacher,development,21,1,0.037037037037037035,0.7012987012987013,0.1,3
v2 teacher,development,21,1,0.037037037037037035,0.7012987012987013,0.1,4
v2 teacher,development,21,1,0.18518518518518517,0.7662337662337663,0.15,1
v2 teacher,development,21,1,0.07407407407407407,0.7142857142857143,0.15,2
v2 teacher,development,21,1,0.037037037037037035,0.6753246753246753,0.15,3
v2 teacher,development,21,1,0.037037037037037035,0.6363636363636364,0.15,4
v2 teacher,development,21,1,0.18518518518518517,0.7662337662337663,0.2,1
v2 teacher,development,21,1,0.07407407407407407,0.7012987012987013,0.2,2
v2 teacher,development,21,1,0.037037037037037035,0.6363636363636364,0.2,3
v2 teacher,development,21,1,0.037037037037037035,0.6233766233766234,0.2,4
v2 teacher,development,21,1,0.18518518518518517,0.7662337662337663,0.25,1
v2 teacher,development,21,1,0.037037037037037035,0.7012987012987013,0.25,2
v2 teacher,development,21,1,0.037037037037037035,0.6233766233766234,0.25,3
v2 teacher,development,21,1,0.037037037037037035,0.5974025974025974,0.25,4
v2 teacher,development,21,1,0.14814814814814814,0.7402597402597403,0.3,1
v2 teacher,development,21,1,0.037037037037037035,0.6883116883116883,0.3,2
v2 teacher,development,21,1,0.037037037037037035,0.6233766233766234,0.3,3
v2 teacher,development,21,1,0.037037037037037035,0.5974025974025974,0.3,4
v2 teacher,development,21,1,0.14814814814814814,0.7402597402597403,0.35,1
v2 teacher,development,21,1,0.037037037037037035,0.6753246753246753,0.35,2
v2 teacher,development,21,1,0.037037037037037035,0.6103896103896104,0.35,3
v2 teacher,development,21,1,0.037037037037037035,0.5714285714285714,0.35,4
v2 teacher,development,21,1,0.14814814814814814,0.7272727272727273,0.4,1
v2 teacher,development,21,1,0.037037037037037035,0.6493506493506493,0.4,2
v2 teacher,development,21,1,0.037037037037037035,0.5974025974025974,0.4,3
v2 teacher,development,21,1,0.037037037037037035,0.5584415584415584,0.4,4
v2 teacher,development,21,1,0.14814814814814814,0.7272727272727273,0.45,1
v2 teacher,development,21,1,0.037037037037037035,0.6493506493506493,0.45,2
v2 teacher,development,21,1,0.037037037037037035,0.5974025974025974,0.45,3
v2 teacher,development,21,1,0.037037037037037035,0.5454545454545454,0.45,4
v2 teacher,development,21,1,0.1111111111111111,0.7012987012987013,0.5,1
v2 teacher,development,21,1,0.037037037037037035,0.6233766233766234,0.5,2
v2 teacher,development,21,1,0.037037037037037035,0.5714285714285714,0.5,3
v2 teacher,development,21,1,0.037037037037037035,0.5454545454545454,0.5,4
v2 teacher,development,21,1,0.1111111111111111,0.6883116883116883,0.55,1
v2 teacher,development,21,1,0.037037037037037035,0.6233766233766234,0.55,2
v2 teacher,development,21,1,0.037037037037037035,0.5714285714285714,0.55,3
v2 teacher,development,21,1,0.037037037037037035,0.5064935064935064,0.55,4
v2 teacher,development,21,1,0.1111111111111111,0.6623376623376623,0.6,1
v2 teacher,development,21,1,0.037037037037037035,0.6103896103896104,0.6,2
v2 teacher,development,21,1,0.037037037037037035,0.5584415584415584,0.6,3
v2 teacher,development,21,1,0.037037037037037035,0.4935064935064935,0.6,4
v2 teacher,development,21,1,0.1111111111111111,0.6623376623376623,0.65,1
v2 teacher,development,21,1,0.037037037037037035,0.6103896103896104,0.65,2
v2 teacher,development,21,1,0.037037037037037035,0.5194805194805194,0.65,3
v2 teacher,development,21,1,0.037037037037037035,0.4805194805194805,0.65,4
v2 teacher,development,21,1,0.07407407407407407,0.6493506493506493,0.7,1
v2 teacher,development,21,1,0.037037037037037035,0.6103896103896104,0.7,2
v2 teacher,development,21,1,0.037037037037037035,0.5194805194805194,0.7,3
v2 teacher,development,21,1,0.037037037037037035,0.4675324675324675,0.7,4
